action,record_type,serial_title,nlm_unique_id,holdings_format,begin_volume,end_volume,begin_year,end_year,issns,currently_received,retention_policy,limited_retention_period,limited_retention_type,embargo_period,has_epub_ahead_of_print,has_supplements,ignore_warnings,last_modified
,RANGE,Abstracts of the ... General Meeting of the American Society for Microbiology. American Society for Microbiology. General Meeting,NLM_9208439,Print,,,1991,1999,1060-2011 (Electronic),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Abstracts of the Annual meeting of the American Society for Microbiology,NLM_0434103,Print,,,0,0,0094-8519 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Abstracts of the Annual meeting of the American Society for Microbiology,NLM_0434103,Print,72,90,0,0,0094-8519 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,NLM_9418450,Electronic,,,0,0,"1069-6563 (Print), 1553-2712 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
,RANGE,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,NLM_9418450,Electronic,,,1997,0,"1069-6563 (Print), 1553-2712 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
,HOLDING,Academic medicine : journal of the Association of American Medical Colleges,NLM_8904605,Electronic,,,0,0,"1040-2446 (Print), 1040-2446 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
,RANGE,Academic medicine : journal of the Association of American Medical Colleges,NLM_8904605,Electronic,,,1961,0,"1040-2446 (Print), 1040-2446 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
,HOLDING,Academic pediatrics,NLM_101499145,Electronic,,,0,0,"1876-2859 (Print), 1876-2867 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
,RANGE,Academic pediatrics,NLM_101499145,Electronic,,,2009,0,"1876-2859 (Print), 1876-2867 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
,HOLDING,Academic psychiatry : the journal of the American Association of Directors of Psychiatric Residency Training and the Association for Academic Psychiatry,NLM_8917200,Electronic,,,0,0,"1042-9670 (Print), 1545-7230 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
,RANGE,Academic psychiatry : the journal of the American Association of Directors of Psychiatric Residency Training and the Association for Academic Psychiatry,NLM_8917200,Electronic,,,1977,0,"1042-9670 (Print), 1545-7230 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
,HOLDING,Academic radiology,NLM_9440159,Electronic,,,0,0,"1076-6332 (Print), 1878-4046 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
,RANGE,Academic radiology,NLM_9440159,Electronic,,,1995,0,"1076-6332 (Print), 1878-4046 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
,HOLDING,ACCEL for physicians,NLM_8500865A,Print,,,0,0,,No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,ACCEL for physicians,NLM_8500865A,Print,15,17,0,0,,No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,ACCEL,NLM_7800552A,Print,,,0,0,,No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,ACCEL,NLM_7800552A,Print,4,15,0,0,,No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Accepted dental therapeutics; drugs used in dental practice, including a list of brands accepted by the Council on Dental Therapeutics of the American Dental Association",NLM_1271630,Print,,,0,0,0065-079X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Accepted dental therapeutics; drugs used in dental practice, including a list of brands accepted by the Council on Dental Therapeutics of the American Dental Association",NLM_1271630,Print,40,40,0,0,0065-079X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,ACCESS,NLM_7800553A,Print,,,0,0,,No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,ACCESS,NLM_7800553A,Print,1,4,0,0,,No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta anaesthesiologica Scandinavica,NLM_0370270,Electronic,,,0,0,"0001-5172 (Print), 1399-6576 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
,RANGE,Acta anaesthesiologica Scandinavica,NLM_0370270,Electronic,,,1997,0,"0001-5172 (Print), 1399-6576 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
,HOLDING,Acta anatomica. Supplementum,NLM_0370273,Print,,,0,0,0365-0332 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta anatomica. Supplementum,NLM_0370273,Print,35,64,0,0,0365-0332 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta cardiologica. Supplementum,NLM_0376316,Print,,,0,0,0373-7934 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta cardiologica. Supplementum,NLM_0376316,Print,1,30,0,0,0373-7934 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta cardiologica,NLM_0370570,Print,,,0,0,"0001-5385 (Print), 1784-973X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,2/3/23
,RANGE,Acta cardiologica,NLM_0370570,Print,55,64,2000,2009,"0001-5385 (Print), 1784-973X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,2/3/23
,HOLDING,Acta dermato-venereologica,NLM_0370310,Print,,,0,0,"0001-5555 (Print), 1651-2057 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,RANGE,Acta dermato-venereologica,NLM_0370310,Print,78,93,1998,2013,"0001-5555 (Print), 1651-2057 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,HOLDING,Acta endocrinologica. Supplementum,NLM_0370313,Print,,,0,0,0300-9750 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta endocrinologica. Supplementum,NLM_0370313,Print,24,289,0,0,0300-9750 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta gynecologica Scandinavica,NLM_14540200R,Electronic,,,0,0,,No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta gynecologica Scandinavica,NLM_14540200R,Electronic,,,1921,1925,,No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta haematologica,NLM_0141053,Electronic,,,0,0,"0001-5792 (Print), 1421-9662 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
,RANGE,Acta haematologica,NLM_0141053,Electronic,,,2009,2012,"0001-5792 (Print), 1421-9662 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
,HOLDING,Acta histochemica. Supplementband,NLM_0061372,Print,,,0,0,0567-7556 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta histochemica. Supplementband,NLM_0061372,Print,6,42,0,0,0567-7556 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta medica Iugoslavica,NLM_0370324,Print,,,0,0,0375-8338 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta medica Iugoslavica,NLM_0370324,Print,18,25,0,0,0375-8338 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta medica Scandinavica. Supplementum,NLM_0370331,Print,,,0,0,0365-463X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta medica Scandinavica. Supplementum,NLM_0370331,Print,180,730,0,0,0365-463X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta neurologica Scandinavica. Supplementum,NLM_0370337,Print,,,0,0,"0065-1427 (Print), 1600-5449 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta neurologica Scandinavica. Supplementum,NLM_0370337,Print,2,,0,0,"0065-1427 (Print), 1600-5449 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta neurologica Scandinavica,NLM_0370336,Electronic,,,0,0,"0001-6314 (Print), 1600-0404 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta neurologica Scandinavica,NLM_0370336,Print,,,0,0,"0001-6314 (Print), 1600-0404 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,RANGE,Acta neurologica Scandinavica,NLM_0370336,Electronic,,,1997,0,"0001-6314 (Print), 1600-0404 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta neurologica Scandinavica,NLM_0370336,Print,95,110,1997,2004,"0001-6314 (Print), 1600-0404 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,HOLDING,Acta neuropathologica,NLM_0412041,Electronic,,,0,0,"0001-6322 (Print), 1432-0533 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
,HOLDING,Acta neuropathologica,NLM_0412041,Print,,,0,0,"0001-6322 (Print), 1432-0533 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta neuropathologica,NLM_0412041,Print,93,108,0,0,"0001-6322 (Print), 1432-0533 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta neuropathologica,NLM_0412041,Electronic,,,1961,0,"0001-6322 (Print), 1432-0533 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
,HOLDING,Acta obstetricia et gynecologica Scandinavica. Supplement,NLM_0337655,Print,,,0,0,0300-8835 (Print),Yes,Permanently Retained,0,Years,0,No,No,Yes,10/12/18
,RANGE,Acta obstetricia et gynecologica Scandinavica. Supplement,NLM_0337655,Print,,,1965,0,0300-8835 (Print),Yes,Permanently Retained,0,Years,0,No,No,Yes,10/12/18
,HOLDING,Acta obstetricia et gynecologica Scandinavica,NLM_0370343,Electronic,,,0,0,"0001-6349 (Print), 1600-0412 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
,RANGE,Acta obstetricia et gynecologica Scandinavica,NLM_0370343,Electronic,,,1997,0,"0001-6349 (Print), 1600-0412 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
,HOLDING,Acta odontologica Scandinavica. Supplementum,NLM_0370345,Print,,,0,0,0365-530X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/4/23
,RANGE,Acta odontologica Scandinavica. Supplementum,NLM_0370345,Print,1,70,1940,1975,0365-530X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/4/23
,HOLDING,Acta odontologica Scandinavica,NLM_0370344,Electronic,,,0,0,"0001-6357 (Print), 1502-3850 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
,RANGE,Acta odontologica Scandinavica,NLM_0370344,Electronic,,,2009,2010,"0001-6357 (Print), 1502-3850 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
,HOLDING,"Acta oncologica (Stockholm, Sweden)",NLM_8709065,Electronic,,,0,0,"0284-186X (Print), 1651-226X (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,5/3/23
,RANGE,"Acta oncologica (Stockholm, Sweden)",NLM_8709065,Electronic,36,,1997,0,"0284-186X (Print), 1651-226X (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,5/3/23
,HOLDING,Acta ophthalmologica Scandinavica. Supplement,NLM_9516974,Print,,,0,0,1395-3931 (Print),No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,RANGE,Acta ophthalmologica Scandinavica. Supplement,NLM_9516974,Print,220,237,1997,2003,1395-3931 (Print),No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,HOLDING,Acta ophthalmologica Scandinavica,NLM_9507578,Electronic,,,0,0,"1395-3907 (Print), 1600-0420 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
,HOLDING,Acta ophthalmologica Scandinavica,NLM_9507578,Print,,,0,0,"1395-3907 (Print), 1600-0420 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta ophthalmologica Scandinavica,NLM_9507578,Print,,,1997,2004,"1395-3907 (Print), 1600-0420 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta ophthalmologica Scandinavica,NLM_9507578,Electronic,,,1997,2007,"1395-3907 (Print), 1600-0420 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
,HOLDING,Acta ophthalmologica,NLM_0370347,Electronic,,,0,0,0001-639X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta ophthalmologica,NLM_0370347,Electronic,,,1923,1994,0001-639X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta ophthalmologica,NLM_101468102,Electronic,,,0,0,"1755-375X (Print), 1755-3768 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
,RANGE,Acta ophthalmologica,NLM_101468102,Electronic,,,2008,0,"1755-375X (Print), 1755-3768 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
,HOLDING,Acta orthopaedica Scandinavica,NLM_0370352,Electronic,,,0,0,0001-6470 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
,RANGE,Acta orthopaedica Scandinavica,NLM_0370352,Electronic,,,1930,2004,0001-6470 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
,HOLDING,Acta orthopaedica. Supplementum,NLM_101244827,Print,,,0,0,"1745-3690 (Print), 1745-3704 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,10/12/18
,RANGE,Acta orthopaedica. Supplementum,NLM_101244827,Print,,,2005,0,"1745-3690 (Print), 1745-3704 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,10/12/18
,HOLDING,Acta orthopaedica,NLM_101231512,Electronic,,,0,0,"1745-3674 (Print), 1745-3682 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta orthopaedica,NLM_101231512,Electronic,,,2005,0,"1745-3674 (Print), 1745-3682 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta oto-laryngologica. Supplementum,NLM_0370355,Print,,,0,0,0365-5237 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/24/23
,RANGE,Acta oto-laryngologica. Supplementum,NLM_0370355,Print,159,465,1960,1989,0365-5237 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/24/23
,HOLDING,"Acta paediatrica (Oslo, Norway : 1992). Supplement",NLM_9315043,Electronic,,,0,0,0803-5326 (Print),Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
,RANGE,"Acta paediatrica (Oslo, Norway : 1992). Supplement",NLM_9315043,Electronic,,,1997,0,0803-5326 (Print),Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
,HOLDING,"Acta paediatrica (Oslo, Norway : 1992)",NLM_9205968,Electronic,,,0,0,"0803-5253 (Print), 1651-2227 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
,RANGE,"Acta paediatrica (Oslo, Norway : 1992)",NLM_9205968,Electronic,,,1997,0,"0803-5253 (Print), 1651-2227 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
,HOLDING,Acta paediatrica Scandinavica,NLM_0000211,Electronic,,,0,0,0001-656X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta paediatrica Scandinavica,NLM_0000211,Electronic,,,1965,1991,0001-656X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta paediatrica,NLM_0000213,Electronic,,,0,0,0365-1436 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta paediatrica,NLM_0000213,Electronic,,,1921,1964,0365-1436 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Acta pathologica et microbiologica Scandinavica. Section A, Pathology",NLM_7508468,Electronic,,,0,0,0365-4184 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Acta pathologica et microbiologica Scandinavica. Section A, Pathology",NLM_7508468,Electronic,78,89,0,0,0365-4184 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Acta pathologica et microbiologica Scandinavica. Section B, Microbiology",NLM_7508472,Electronic,,,0,0,0105-0656 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Acta pathologica et microbiologica Scandinavica. Section B, Microbiology",NLM_7508472,Electronic,83,89,0,0,0105-0656 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta pathologica et microbiologica Scandinavica. Section B: Microbiology and immunology,NLM_7508470,Electronic,,,0,0,0365-5571 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta pathologica et microbiologica Scandinavica. Section B: Microbiology and immunology,NLM_7508470,Electronic,78,82,0,0,0365-5571 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Acta pathologica et microbiologica Scandinavica. Section C, Immunology",NLM_7508469,Electronic,,,0,0,0304-1328 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Acta pathologica et microbiologica Scandinavica. Section C, Immunology",NLM_7508469,Electronic,83,89,0,0,0304-1328 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta pathologica et microbiologica Scandinavica. Supplement,NLM_8211440,Print,,,0,0,,No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta pathologica et microbiologica Scandinavica. Supplement,NLM_8211440,Print,87,277,0,0,,No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Acta pathologica et microbiologica Scandinavica,NLM_7508471,Electronic,,,0,0,0365-5555 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Acta pathologica et microbiologica Scandinavica,NLM_7508471,Electronic,,,1925,1969,0365-5555 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Acta pathologica, microbiologica, et immunologica Scandinavica. Section A, Pathology",NLM_8206622,Print,,,0,0,0108-0164 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Acta pathologica, microbiologica, et immunologica Scandinavica. Section A, Pathology",NLM_8206622,Print,90,95,0,0,0108-0164 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Acta pathologica, microbiologica, et immunologica Scandinavica. Section B, Microbiology",NLM_8206623,Print,,,0,0,0108-0180 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Acta pathologica, microbiologica, et immunologica Scandinavica. Section B, Microbiology",NLM_8206623,Print,90,95,0,0,0108-0180 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Acta pathologica, microbiologica, et immunologica Scandinavica. Section C, Immunology",NLM_8206624,Print,,,0,0,0108-0202 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Acta pathologica, microbiologica, et immunologica Scandinavica. Section C, Immunology",NLM_8206624,Print,90,95,0,0,0108-0202 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Acta pathologica, microbiologica, et immunologica Scandinavica. Supplement",NLM_8211441,Print,,,0,0,0108-0172 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Acta pathologica, microbiologica, et immunologica Scandinavica. Supplement",NLM_8211441,Print,278,283,0,0,0108-0172 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Acta physiologica (Oxford, England)",NLM_101262545,Electronic,,,0,0,"1748-1708 (Print), 1748-1716 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
,RANGE,"Acta physiologica (Oxford, England)",NLM_101262545,Electronic,,,2006,0,"1748-1708 (Print), 1748-1716 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
