action,record_type,serial_title,nlm_unique_id,holdings_format,begin_volume,end_volume,begin_year,end_year,issns,currently_received,retention_policy,limited_retention_period,limited_retention_type,embargo_period,has_epub_ahead_of_print,has_supplements,ignore_warnings,last_modified
ADD,RANGE,A.M.A. archives of internal medicine,NLM_14470100R,Electronic,86,105,1950,1960,0888-2479,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,A.M.A. archives of internal medicine,NLM_14470100R,Electronic,,,0,0,0888-2479 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,A.M.A. archives of internal medicine,NLM_14470100R,Electronic,,,1950,1960,0888-2479 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
ADD,HOLDING,A.M.A. archives of neurology and psychiatry,NLM_14470130R,Electronic,,,0,0,0096-6886,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,A.M.A. archives of neurology and psychiatry,NLM_14470130R,Electronic,64,81,1950,1959,0096-6886,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,A.M.A. archives of neurology and psychiatry,NLM_14470130R,Electronic,,,0,0,0096-6886 (Print),No,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,A.M.A. archives of neurology and psychiatry,NLM_14470130R,Electronic,,,1950,1959,0096-6886 (Print),No,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,A.M.A. archives of neurology,NLM_14470110R,Electronic,,,0,0,0375-8540,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,A.M.A. archives of neurology,NLM_14470110R,Electronic,1,2,1959,1960,0375-8540,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,A.M.A. archives of neurology,NLM_14470110R,Electronic,,,0,0,0375-8540 (Print),No,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,A.M.A. archives of neurology,NLM_14470110R,Electronic,,,1959,1960,0375-8540 (Print),No,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,A.M.A. archives of ophthalmology,NLM_7706524,Electronic,,,0,0,0096-6339,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,A.M.A. archives of ophthalmology,NLM_7706524,Electronic,44,63,1950,1960,0096-6339,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,A.M.A. archives of ophthalmology,NLM_7706524,Electronic,,,0,0,0096-6339 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,A.M.A. archives of ophthalmology,NLM_7706524,Electronic,,,1950,1960,0096-6339 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
ADD,HOLDING,A.M.A. archives of otolaryngology,NLM_14470140R,Electronic,,,0,0,0096-6894,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,A.M.A. archives of otolaryngology,NLM_14470140R,Electronic,52,71,1950,1960,0096-6894,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,A.M.A. archives of otolaryngology,NLM_14470140R,Electronic,,,0,0,0096-6894 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,A.M.A. archives of otolaryngology,NLM_14470140R,Electronic,,,1950,1960,0096-6894 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
ADD,HOLDING,A.M.A. archives of surgery,NLM_14470160R,Electronic,,,0,0,0096-6908,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,A.M.A. archives of surgery,NLM_14470160R,Electronic,61,80,1950,1960,0096-6908,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,A.M.A. archives of surgery,NLM_14470160R,Electronic,,,0,0,0096-6908 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,A.M.A. archives of surgery,NLM_14470160R,Electronic,,,1950,1960,0096-6908 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
ADD,HOLDING,A.M.A. journal of diseases of children,NLM_14470020R,Electronic,,,0,0,2374-300X,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,A.M.A. journal of diseases of children,NLM_14470020R,Electronic,91,99,1956,1960,2374-300X,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,A.M.A. journal of diseases of children,NLM_14470020R,Electronic,,,0,0,"0096-6916 (Print), 2374-300X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,A.M.A. journal of diseases of children,NLM_14470020R,Electronic,,,1956,1960,"0096-6916 (Print), 2374-300X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,2/22/24
ADD,HOLDING,AACN clinical issues,NLM_9508191,Electronic,,,0,0,1538-9812,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,AACN clinical issues,NLM_9508191,Electronic,4,17,1993,2006,1538-9812,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,AACN clinical issues,NLM_9508191,Electronic,,,0,0,"1079-0713 (Print), 1538-9812 (Electronic)",No,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
DELETE,RANGE,AACN clinical issues,NLM_9508191,Electronic,,,1993,2006,"1079-0713 (Print), 1538-9812 (Electronic)",No,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
DELETE,HOLDING,AAOHN journal : official journal of the American Association of Occupational Health Nurses,NLM_8608669,Electronic,,,0,0,"0891-0162 (Print), 1938-2448 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,AAOHN journal : official journal of the American Association of Occupational Health Nurses,NLM_8608669,Electronic,,,1986,1998,"0891-0162 (Print), 1938-2448 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,AAOHN journal : official journal of the American Association of Occupational Health Nurses,NLM_8608669,Electronic,,,2000,2009,"0891-0162 (Print), 1938-2448 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,AAOHN journal,NLM_8608669,Electronic,,,0,0,1938-2448,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,AAOHN journal,NLM_8608669,Electronic,34,46,1986,1998,1938-2448,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,AAOHN journal,NLM_8608669,Electronic,47,59,1999,2011,1938-2448,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,NLM_9418450,Electronic,,,0,0,"1069-6563 (Print), 1553-2712 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,NLM_9418450,Electronic,,,1997,0,"1069-6563 (Print), 1553-2712 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,Academic emergency medicine,NLM_9418450,Electronic,,,0,0,1553-2712,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Academic emergency medicine,NLM_9418450,Electronic,4,,1997,0,1553-2712,Yes,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Academic medicine : journal of the Association of American Medical Colleges,NLM_8904605,Electronic,,,0,0,"1040-2446 (Print), 1040-2446 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
DELETE,RANGE,Academic medicine : journal of the Association of American Medical Colleges,NLM_8904605,Electronic,,,1961,0,"1040-2446 (Print), 1040-2446 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
ADD,HOLDING,Academic medicine,NLM_8904605,Electronic,,,0,0,1040-2446,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Academic medicine,NLM_8904605,Electronic,1,,1961,0,1040-2446,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,HOLDING,Academic pediatrics,NLM_101499145,Electronic,,,0,0,1876-2867,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Academic pediatrics,NLM_101499145,Electronic,9,,2009,0,1876-2867,Yes,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Academic pediatrics,NLM_101499145,Electronic,,,0,0,"1876-2859 (Print), 1876-2867 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,Academic pediatrics,NLM_101499145,Electronic,,,2009,0,"1876-2859 (Print), 1876-2867 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,HOLDING,Academic psychiatry : the journal of the American Association of Directors of Psychiatric Residency Training and the Association for Academic Psychiatry,NLM_8917200,Electronic,,,0,0,"1042-9670 (Print), 1545-7230 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
DELETE,RANGE,Academic psychiatry : the journal of the American Association of Directors of Psychiatric Residency Training and the Association for Academic Psychiatry,NLM_8917200,Electronic,,,1977,0,"1042-9670 (Print), 1545-7230 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
ADD,HOLDING,Academic psychiatry,NLM_8917200,Electronic,,,0,0,1545-7230,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Academic psychiatry,NLM_8917200,Electronic,1,,1977,0,1545-7230,Yes,Permanently Retained,0,Years,12,No,No,Yes,
ADD,HOLDING,Academic radiology,NLM_9440159,Electronic,,,0,0,1878-4046,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Academic radiology,NLM_9440159,Electronic,2,,1995,0,1878-4046,Yes,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Academic radiology,NLM_9440159,Electronic,,,0,0,"1076-6332 (Print), 1878-4046 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,Academic radiology,NLM_9440159,Electronic,,,1995,0,"1076-6332 (Print), 1878-4046 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
ADD,HOLDING,Acta anaesthesiologica Scandinavica,NLM_0370270,Electronic,,,0,0,1399-6576,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta anaesthesiologica Scandinavica,NLM_0370270,Electronic,1,40,1957,1996,1399-6576,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta anaesthesiologica Scandinavica,NLM_0370270,Electronic,41,,1997,0,1399-6576,Yes,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta anaesthesiologica Scandinavica,NLM_0370270,Electronic,,,0,0,"0001-5172 (Print), 1399-6576 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,Acta anaesthesiologica Scandinavica,NLM_0370270,Electronic,,,1997,0,"0001-5172 (Print), 1399-6576 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,Acta haematologica,NLM_0141053,Electronic,,,0,0,1421-9662,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta haematologica,NLM_0141053,Electronic,121,127,2009,2012,1421-9662,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta haematologica,NLM_0141053,Electronic,,,0,0,"0001-5792 (Print), 1421-9662 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,Acta haematologica,NLM_0141053,Electronic,,,2009,2012,"0001-5792 (Print), 1421-9662 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,Acta neurologica Scandinavica,NLM_0370336,Electronic,,,0,0,1600-0404,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta neurologica Scandinavica,NLM_0370336,Electronic,37,94,1961,1966,1600-0404,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta neurologica Scandinavica,NLM_0370336,Electronic,133,146,2016,2022,1600-0404,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta neurologica Scandinavica,NLM_0370336,Electronic,2023,,2023,0,1600-0404,Yes,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta neurologica Scandinavica,NLM_0370336,Electronic,,,0,0,"0001-6314 (Print), 1600-0404 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
DELETE,RANGE,Acta neurologica Scandinavica,NLM_0370336,Electronic,,,1997,0,"0001-6314 (Print), 1600-0404 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
ADD,HOLDING,Acta neuropathologica,NLM_0412041,Electronic,,,0,0,1432-0533,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta neuropathologica,NLM_0412041,Electronic,1,,1961,0,1432-0533,Yes,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta neuropathologica,NLM_0412041,Electronic,,,0,0,"0001-6322 (Print), 1432-0533 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,Acta neuropathologica,NLM_0412041,Electronic,,,1961,0,"0001-6322 (Print), 1432-0533 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
ADD,HOLDING,Acta odontologica scandinavica,NLM_0370344,Electronic,,,0,0,1502-3850,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta odontologica scandinavica,NLM_0370344,Electronic,67,68,2009,2010,1502-3850,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta odontologica scandinavica,NLM_0370344,Electronic,70,81,2012,2023,1502-3850,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta odontologica Scandinavica,NLM_0370344,Electronic,,,0,0,"0001-6357 (Print), 1502-3850 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,Acta odontologica Scandinavica,NLM_0370344,Electronic,,,2009,2010,"0001-6357 (Print), 1502-3850 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,Acta ophthalmologica Scandinavica,NLM_9507578,Electronic,,,0,0,1600-0420,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta ophthalmologica Scandinavica,NLM_9507578,Electronic,,,1995,1996,1600-0420,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta ophthalmologica Scandinavica,NLM_9507578,Electronic,75,85,1997,2007,1600-0420,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta ophthalmologica Scandinavica,NLM_9507578,Electronic,,,0,0,"1395-3907 (Print), 1600-0420 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,Acta ophthalmologica Scandinavica,NLM_9507578,Electronic,,,1997,2007,"1395-3907 (Print), 1600-0420 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,Acta ophthalmologica,NLM_0370347,Electronic,,,0,0,0001-639X,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta ophthalmologica,NLM_0370347,Electronic,1,72,1923,1994,0001-639X,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta ophthalmologica,NLM_0370347,Electronic,,,0,0,0001-639X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
DELETE,RANGE,Acta ophthalmologica,NLM_0370347,Electronic,,,1923,1994,0001-639X (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
ADD,HOLDING,Acta ophthalmologica,NLM_101468102,Electronic,,,0,0,1755-3768,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta ophthalmologica,NLM_101468102,Electronic,86,,2008,0,1755-3768,Yes,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta ophthalmologica,NLM_101468102,Electronic,,,0,0,"1755-375X (Print), 1755-3768 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,Acta ophthalmologica,NLM_101468102,Electronic,,,2008,0,"1755-375X (Print), 1755-3768 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
ADD,HOLDING,Acta orthopaedica Scandinavica,NLM_0370352,Electronic,,,0,0,0001-6470,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta orthopaedica Scandinavica,NLM_0370352,Electronic,1,75,1930,2004,0001-6470,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta orthopaedica Scandinavica,NLM_0370352,Electronic,,,0,0,0001-6470 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,Acta orthopaedica Scandinavica,NLM_0370352,Electronic,,,1930,2004,0001-6470 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,HOLDING,"Acta paediatrica (Oslo, Norway : 1992). Supplement",NLM_9315043,Electronic,,,0,0,0803-5326 (Print),Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
DELETE,RANGE,"Acta paediatrica (Oslo, Norway : 1992). Supplement",NLM_9315043,Electronic,,,1997,0,0803-5326 (Print),Yes,Permanently Retained,0,Years,0,No,No,Yes,7/17/24
DELETE,HOLDING,"Acta paediatrica (Oslo, Norway : 1992)",NLM_9205968,Electronic,,,0,0,"0803-5253 (Print), 1651-2227 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,"Acta paediatrica (Oslo, Norway : 1992)",NLM_9205968,Electronic,,,1997,0,"0803-5253 (Print), 1651-2227 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,Acta pædiatrica,NLM_9205968,Electronic,,,0,0,1651-2227,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta pædiatrica,NLM_9205968,Electronic,1,85,1921,1996,1651-2227,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta pædiatrica,NLM_9205968,Electronic,86,,1997,0,1651-2227,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,HOLDING,Acta pædiatrica,NLM_9315043,Electronic,,,0,0,0803-5326,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta pædiatrica,NLM_9315043,Electronic,1,85,1921,1996,0803-5326,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta pædiatrica,NLM_9315043,Electronic,86,,1997,0,0803-5326,Yes,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,"Acta pathologica et microbiologica Scandinavica. Section A, Pathology",NLM_7508468,Electronic,,,0,0,0365-4184 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
DELETE,RANGE,"Acta pathologica et microbiologica Scandinavica. Section A, Pathology",NLM_7508468,Electronic,78,89,0,0,0365-4184 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
ADD,HOLDING,Acta pathologica et microbiologica Scandinavica. Section A: Pathology,NLM_7508468,Electronic,,,0,0,0365-4184,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta pathologica et microbiologica Scandinavica. Section A: Pathology,NLM_7508468,Electronic,78,89,1970,1981,0365-4184,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,"Acta physiologica (Oxford, England)",NLM_101262545,Electronic,,,0,0,"1748-1708 (Print), 1748-1716 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,"Acta physiologica (Oxford, England)",NLM_101262545,Electronic,,,2006,0,"1748-1708 (Print), 1748-1716 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
ADD,HOLDING,Acta physiologica Scandinavica,NLM_0370362,Electronic,,,0,0,1365-201X,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta physiologica Scandinavica,NLM_0370362,Electronic,1,158,1940,1996,1365-201X,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta physiologica Scandinavica,NLM_0370362,Electronic,159,185,1997,2005,1365-201X,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta physiologica Scandinavica,NLM_0370362,Electronic,,,0,0,"0001-6772 (Print), 1365-201X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,Acta physiologica Scandinavica,NLM_0370362,Electronic,,,1997,2005,"0001-6772 (Print), 1365-201X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,Acta physiologica,NLM_101262545,Electronic,,,0,0,1748-1716,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta physiologica,NLM_101262545,Electronic,186,,2006,0,1748-1716,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,HOLDING,Acta psychiatrica Scandinavica,NLM_0370364,Electronic,,,0,0,1600-0447,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta psychiatrica Scandinavica,NLM_0370364,Electronic,1,94,1926,1996,1600-0447,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acta psychiatrica Scandinavica,NLM_0370364,Electronic,95,,1997,0,1600-0447,Yes,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Acta psychiatrica Scandinavica,NLM_0370364,Electronic,,,0,0,"0001-690X (Print), 1600-0447 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,Acta psychiatrica Scandinavica,NLM_0370364,Electronic,,,1997,0,"0001-690X (Print), 1600-0447 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,HOLDING,Acute pain : international journal of acute pain management,NLM_9815768,Electronic,,,0,0,1366-0071 (Print),No,Permanently Retained,0,Years,0,No,No,Yes,2/22/24
DELETE,RANGE,Acute pain : international journal of acute pain management,NLM_9815768,Electronic,,,1997,2009,1366-0071 (Print),No,Permanently Retained,0,Years,0,No,No,Yes,2/22/24
ADD,HOLDING,Acute pain,NLM_9815768,Electronic,,,0,0,1366-0071,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Acute pain,NLM_9815768,Electronic,1,11,1997,2009,1366-0071,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,"Addiction (Abingdon, England)",NLM_9304118,Electronic,,,0,0,"0965-2140 (Print), 1360-0443 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
DELETE,RANGE,"Addiction (Abingdon, England)",NLM_9304118,Electronic,,,1997,0,"0965-2140 (Print), 1360-0443 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,2/22/24
ADD,HOLDING,Addiction,NLM_9304118,Electronic,,,0,0,1360-0443,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Addiction,NLM_9304118,Electronic,92,,1997,0,1360-0443,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,HOLDING,Advances in anatomic pathology,NLM_9435676,Electronic,,,0,0,1533-4031,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Advances in anatomic pathology,NLM_9435676,Electronic,1,15,1994,2008,1533-4031,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Advances in anatomic pathology,NLM_9435676,Electronic,,,0,0,"1072-4109 (Print), 1533-4031 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
DELETE,RANGE,Advances in anatomic pathology,NLM_9435676,Electronic,,,1994,2008,"1072-4109 (Print), 1533-4031 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/17/24
ADD,HOLDING,Advances in biophysics,NLM_0262476,Electronic,,,0,0,1873-4618,No,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Advances in biophysics,NLM_0262476,Electronic,15,30,1982,2004,1873-4618,No,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Advances in biophysics,NLM_0262476,Electronic,,,0,0,"0065-227X (Print), 1873-4618 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,2/22/24
DELETE,RANGE,Advances in biophysics,NLM_0262476,Electronic,,,1982,0,"0065-227X (Print), 1873-4618 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,2/22/24
ADD,HOLDING,Advances in chronic kidney disease,NLM_101209214,Electronic,,,0,0,1548-5609,Yes,Permanently Retained,0,Years,0,No,No,Yes,
ADD,RANGE,Advances in chronic kidney disease,NLM_101209214,Electronic,11,,2004,0,1548-5609,Yes,Permanently Retained,0,Years,0,No,No,Yes,
DELETE,HOLDING,Advances in chronic kidney disease,NLM_101209214,Electronic,,,0,0,"1548-5595 (Print), 1548-5609 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,2/22/24
DELETE,RANGE,Advances in chronic kidney disease,NLM_101209214,Electronic,,,2004,0,"1548-5595 (Print), 1548-5609 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,Yes,2/22/24
ADD,HOLDING,"Advances in dental research / International Association for Dental Research, and American Association for Dental Research",NLM_8802131,Electronic,,,0,0,1544-0737,No,Permanently Retained,0,Years,0,No,No,Yes,
