original,status,updated_term,extraneous_text,confidence,error
Advertisements Dry-goods. rbgenr,PROPOSED,Advertisements,Dry-goods rbgenr,0.98,
Advertisements England Cambridge 20th century. rbgenr,PROPOSED,Advertisements,England Cambridge 20th century rbgenr,0.98,
Advertisements England Leeds 19th century. rbgenr,PROPOSED,Advertisements,England Leeds 19th century rbgenr,0.98,
Advertisements England Leeds 19th century. rbmscv,PROPOSED,Advertisements,England Leeds 19th century rbmscv,0.98,
Advertisements England London 17th century. rbmscv,PROPOSED,Advertisements,England London 17th century rbmscv,0.98,
Advertisements England London 1855. rbgenr,PROPOSED,Advertisements,England London 1855 rbgenr,0.98,
Advertisements England London 18th century. rbgenr,PROPOSED,Advertisements,England London 18th century rbgenr,0.98,
Advertisements England London 19th century. rbgenr,PROPOSED,Advertisements,England London 19th century rbgenr,0.98,
Advertisements England London 19th century. rbgenr PU,PROPOSED,Advertisements,England London 19th century rbgenr PU,0.98,
Advertisements England London 19th century. rbmscv,PROPOSED,Advertisements,England London 19th century rbmscv,0.98,
Advertisements England London 20th century. rbgenr,PROPOSED,Advertisements,England London 20th century rbgenr,0.98,
Advertisements England London 20th century. rbmscv,PROPOSED,Advertisements,England London 20th century rbmscv,0.98,
Advertisements Exhibitions. rbgenr,PROPOSED,Advertisements,Exhibitions rbgenr,0.98,
Advertisements Exhibitions. rbmscv,PROPOSED,Advertisements,Exhibitions rbmscv,0.98,
Advertisements Fairs. rbgenr,PROPOSED,Advertisements,Fairs rbgenr,0.98,
Advertisements Footwear. rbgenr,PROPOSED,Advertisements,Footwear rbgenr,0.98,
Advertisements France Paris 19th century. rbgenr,PROPOSED,Advertisements,France Paris 19th century rbgenr,0.98,
Advertisements France Paris 19th century. rbmscv,PROPOSED,Advertisements,France Paris 19th century rbmscv,0.98,
Advertisements Germany Hamburg 20th century. rbgenr,PROPOSED,Advertisements,Germany Hamburg 20th century rbgenr,0.98,
Advertisements Germany Munich 20th century. rbgenr,PROPOSED,Advertisements,Germany Munich 20th century rbgenr,0.98,
Advertisements Germany Munich 20th century. rbmscv,PROPOSED,Advertisements,Germany Munich 20th century rbmscv,0.98,
Advertisements Great Britain London 20th century. rbgenr,PROPOSED,Advertisements,Great Britain London 20th century rbgenr,0.98,
Advertisements Great Britain London 20th century. rbmscv,PROPOSED,Advertisements,Great Britain London 20th century rbmscv,0.98,
Advertisements Hardware. rbgenr,PROPOSED,Advertisements,Hardware rbgenr,0.98,
Advertisements Illinois Chicago 19th century. rbgenr,PROPOSED,Advertisements,Illinois Chicago 19th century rbgenr,0.98,
Advertisements Illinois Chicago 19th century. rbmscv,PROPOSED,Advertisements,Illinois Chicago 19th century rbmscv,0.98,
Advertisements Ink. rbgenr,PROPOSED,Advertisements,Ink rbgenr,0.98,
Advertisements Iron. rbgenr,PROPOSED,Advertisements,Iron rbgenr,0.98,
Advertisements Jewelry. rbgenr,PROPOSED,Advertisements,Jewelry rbgenr,0.98,
Advertisements Libraries. rbgenr,PROPOSED,Advertisements,Libraries rbgenr,0.98,
Advertisements Lotteries. rbgenr,PROPOSED,Advertisements,Lotteries rbgenr,0.98,
Advertisements Maryland Baltimore 1932. rbgenr,PROPOSED,Advertisements,Maryland Baltimore 1932 rbgenr,0.98,
Advertisements Massachusetts Boston 19th century. rbgenr,PROPOSED,Advertisements,Massachusetts Boston 19th century rbgenr,0.98,
Advertisements Massachusetts Boston 19th century. rbmscv,PROPOSED,Advertisements,Massachusetts Boston 19th century rbmscv,0.98,
Advertisements Massachusetts Boston 20th century. rbgenr,PROPOSED,Advertisements,Massachusetts Boston 20th century rbgenr,0.98,
Advertisements Massachussets Boston 19th century. rbgenr,PROPOSED,Advertisements,Massachussets Boston 19th century rbgenr,0.98,
Advertisements New Jersey Newark 20th century. rbgenr,PROPOSED,Advertisements,New Jersey Newark 20th century rbgenr,0.98,
Advertisements New York (State) 19th century. rbmscv,PROPOSED,Advertisements,New York (State) 19th century rbmscv,0.98,
Advertisements New York (State) 20th century. rbmscv,PROPOSED,Advertisements,New York (State) 20th century rbmscv,0.98,
Advertisements New York (State) New York 1993. rbgenr,PROPOSED,Advertisements,New York (State) New York 1993 rbgenr,0.98,
Advertisements New York (State) New York 1997. rbgenr,PROPOSED,Advertisements,New York (State) New York 1997 rbgenr,0.98,
Advertisements New York (State) New York 19th century. rbgenr,PROPOSED,Advertisements,New York (State) New York 19th century rbgenr,0.98,
Advertisements New York (State) New York 19th century. rbmscv,PROPOSED,Advertisements,New York (State) New York 19th century rbmscv,0.98,
Advertisements New York (State) New York 20th century. rbgenr,PROPOSED,Advertisements,New York (State) New York 20th century rbgenr,0.98,
Advertisements New York 19th century. rbgenr,PROPOSED,Advertisements,New York 19th century rbgenr,0.98,
Advertisements New York 20th century. rbgenr,PROPOSED,Advertisements,New York 20th century rbgenr,0.98,
Advertisements New York New York 19th century. rbgenr,PROPOSED,Advertisements,New York New York 19th century rbgenr,0.98,
Advertisements New York New York 20th century. rbgenr,PROPOSED,Advertisements,New York New York 20th century rbgenr,0.98,
Advertisements New York Oneida 19th century. rbgenr,PROPOSED,Advertisements,New York Oneida 19th century rbgenr,0.98,
Advertisements Newspapers. rbgenr,PROPOSED,Advertisements,Newspapers rbgenr,0.98,
Advertisements Ohio Cincinnati 19th century. rbgenr,PROPOSED,Advertisements,Ohio Cincinnati 19th century rbgenr,0.98,
Advertisements Painting. rbgenr,PROPOSED,Advertisements,Painting rbgenr,0.98,
Advertisements Paper-making and trade. rbgenr,PROPOSED,Advertisements,Paper-making and trade rbgenr,0.98,
Advertisements Patent medicines. rbgenr,PROPOSED,Advertisements,Patent medicines rbgenr,0.98,
Advertisements Pennsylvania Philadelphia 19th century. rbgenr,PROPOSED,Advertisements,Pennsylvania Philadelphia 19th century rbgenr,0.98,
Advertisements Pennsylvania Philadelphia 19th century. rbmscv,PROPOSED,Advertisements,Pennsylvania Philadelphia 19th century rbmscv,0.98,
Advertisements Pennsylvania Philadelphia 20th century. rbgenr,PROPOSED,Advertisements,Pennsylvania Philadelphia 20th century rbgenr,0.98,
Advertisements Pennsylvania Philadelphia 20th century. rbmscv,PROPOSED,Advertisements,Pennsylvania Philadelphia 20th century rbmscv,0.98,
Advertisements Plants. rbgenr,PROPOSED,Advertisements,Plants rbgenr,0.98,
Advertisements Postal service. rbgenr,PROPOSED,Advertisements,Postal service rbgenr,0.98,
Advertisements Printing. rbgenr,PROPOSED,Advertisements,Printing rbgenr,0.98,
Advertisements Real property. rbgenr,PROPOSED,Advertisements,Real property rbgenr,0.98,
Advertisements Scotland Glasgow 20th century. rbgenr,PROPOSED,Advertisements,Scotland Glasgow 20th century rbgenr,0.98,
Advertisements Scotland Glasgow 20th century. rbmscv,PROPOSED,Advertisements,Scotland Glasgow 20th century rbmscv,0.98,
Advertisements Seeds. rbgenr,PROPOSED,Advertisements,Seeds rbgenr,0.98,
Advertisements Shipping. rbgenr,PROPOSED,Advertisements,Shipping rbgenr,0.98,
Advertisements Spain Madrid 20th century. rbgenr,PROPOSED,Advertisements,Spain Madrid 20th century rbgenr,0.98,
Advertisements Stationery. rbgenr,PROPOSED,Advertisements,Stationery rbgenr,0.98,
Advertisements Stocks. rbgenr,PROPOSED,Advertisements,Stocks rbgenr,0.98,
Advertisements Stocks. rbmscv,PROPOSED,Advertisements,Stocks rbmscv,0.98,
Advertisements Switzerland Zu?rich 20th century. rbgenr,PROPOSED,Advertisements,Switzerland Zu?rich 20th century rbgenr,0.98,
Advertisements Taverns (Inns) rbgenr,PROPOSED,Advertisements,Taverns (Inns) rbgenr,0.98,
Advertisements United States 20th century. rbgenr,PROPOSED,Advertisements,United States 20th century rbgenr,0.98,
Advertisements United States Boston 19th century. rbgenr,PROPOSED,Advertisements,United States Boston 19th century rbgenr,0.98,
Advertisements United States Boston 19th century. rbmscv,PROPOSED,Advertisements,United States Boston 19th century rbmscv,0.98,
Advertisements United States Boston 20th century. rbgenr,PROPOSED,Advertisements,United States Boston 20th century rbgenr,0.98,
Advertisements United States Boston 20th century. rbmscv,PROPOSED,Advertisements,United States Boston 20th century rbmscv,0.98,
Advertisements United States New York 19th century. rbgenr,PROPOSED,Advertisements,United States New York 19th century rbgenr,0.98,
Advertisements United States New York 19th century. rbmscv,PROPOSED,Advertisements,United States New York 19th century rbmscv,0.98,
Advertisements United States New York 20th century. rbgenr,PROPOSED,Advertisements,United States New York 20th century rbgenr,0.98,
Advertisements United States Pasadena 20th century. rbgenr,PROPOSED,Advertisements,United States Pasadena 20th century rbgenr,0.98,
Advertisements United States Pasadena 20th century. rbmscv,PROPOSED,Advertisements,United States Pasadena 20th century rbmscv,0.98,
Advertisements. rbgenr,PROPOSED,Advertisements,rbgenr,1.0,
Advertisements. rbmscv,PROPOSED,Advertisements,rbmscv,1.0,
Advertisemnets New York (State) 20th century. rbmscv,REVIEW,,rbmscv,0.0,
Advertisemnts United States New York 20th century. rbgenr,REVIEW,,rbgenr,0.0,
Advertisemnts United States New York 20th century. rbmscv,REVIEW,,rbmscv,0.0,
Advertisments (Publishing) rbpub,REVIEW,,rbpub,0.0,
Advertisments Germany Munich 20th century. rbgenr,REVIEW,,rbgenr,0.0,
Allegories. rbgenr,PROPOSED,Allegories,rbgenr,1.0,
Almanacs Connecticut 1756. rbgenr,PROPOSED,Almanacs,Connecticut 1756 rbgenr,0.98,
Almanacs Connecticut 1757. rbgenr,PROPOSED,Almanacs,Connecticut 1757 rbgenr,0.98,
Almanacs Connecticut 1758. rbgenr,PROPOSED,Almanacs,Connecticut 1758 rbgenr,0.98,
Almanacs Connecticut 1768. rbgenr,PROPOSED,Almanacs,Connecticut 1768 rbgenr,0.98,
Almanacs Connecticut 1769. rbgenr,PROPOSED,Almanacs,Connecticut 1769 rbgenr,0.98,
Almanacs Connecticut 1770. rbgenr,PROPOSED,Almanacs,Connecticut 1770 rbgenr,0.98,
Almanacs Connecticut 1771. rbgenr,PROPOSED,Almanacs,Connecticut 1771 rbgenr,0.98,
Almanacs Connecticut 1772. rbgenr,PROPOSED,Almanacs,Connecticut 1772 rbgenr,0.98,
Almanacs Connecticut 1773. rbgenr,PROPOSED,Almanacs,Connecticut 1773 rbgenr,0.98,
Almanacs Connecticut 1774. rbgenr,PROPOSED,Almanacs,Connecticut 1774 rbgenr,0.98,
Almanacs Connecticut 1782. rbgenr,PROPOSED,Almanacs,Connecticut 1782 rbgenr,0.98,
Almanacs Connecticut 1783. rbgenr,PROPOSED,Almanacs,Connecticut 1783 rbgenr,0.98,
Almanacs Connecticut 1788. rbgenr,PROPOSED,Almanacs,Connecticut 1788 rbgenr,0.98,
Almanacs Connecticut 1789. rbgenr,PROPOSED,Almanacs,Connecticut 1789 rbgenr,0.98,
Almanacs Connecticut 1790. rbgenr,PROPOSED,Almanacs,Connecticut 1790 rbgenr,0.98,
Almanacs Connecticut 1791. rbgenr,PROPOSED,Almanacs,Connecticut 1791 rbgenr,0.98,
Almanacs Connecticut 1799. rbgenr,PROPOSED,Almanacs,Connecticut 1799 rbgenr,0.98,
Almanacs Connecticut 1800. rbgenr,PROPOSED,Almanacs,Connecticut 1800 rbgenr,0.98,
Almanacs District of Columbia 1798. rbgenr,PROPOSED,Almanacs,District of Columbia 1798 rbgenr,0.98,
Almanacs England London 17th century Manuscripts Facsimiles. rbgenr,PROPOSED,Almanacs,England London 17th century Manuscripts Facsimiles rbgenr,0.98,
Almanacs Maryland 1797. rbgenr,PROPOSED,Almanacs,Maryland 1797 rbgenr,0.98,
Almanacs Massachusetts 1685. rbgenr,PROPOSED,Almanacs,Massachusetts 1685 rbgenr,0.98,
Almanacs Massachusetts 1690. rbgenr,PROPOSED,Almanacs,Massachusetts 1690 rbgenr,0.98,
Almanacs Massachusetts 1691. rbgenr,PROPOSED,Almanacs,Massachusetts 1691 rbgenr,0.98,
Almanacs Massachusetts 1692. rbgenr,PROPOSED,Almanacs,Massachusetts 1692 rbgenr,0.98,
Almanacs Massachusetts 1693. rbgenr,PROPOSED,Almanacs,Massachusetts 1693 rbgenr,0.98,
Almanacs Massachusetts 1696. rbgenr,PROPOSED,Almanacs,Massachusetts 1696 rbgenr,0.98,
Almanacs Massachusetts 1697. rbgenr,PROPOSED,Almanacs,Massachusetts 1697 rbgenr,0.98,
Almanacs Massachusetts 1698. rbgenr,PROPOSED,Almanacs,Massachusetts 1698 rbgenr,0.98,
Almanacs Massachusetts 1699. rbgenr,PROPOSED,Almanacs,Massachusetts 1699 rbgenr,0.98,
Almanacs Massachusetts 1702. rbgenr,PROPOSED,Almanacs,Massachusetts 1702 rbgenr,0.98,
Almanacs Massachusetts 1706. rbgenr,PROPOSED,Almanacs,Massachusetts 1706 rbgenr,0.98,
Almanacs Massachusetts 1707. rbgenr,PROPOSED,Almanacs,Massachusetts 1707 rbgenr,0.98,
Almanacs Massachusetts 1709. rbgenr,PROPOSED,Almanacs,Massachusetts 1709 rbgenr,0.98,
Almanacs Massachusetts 1710. rbgenr,PROPOSED,Almanacs,Massachusetts 1710 rbgenr,0.98,
Almanacs Massachusetts 1711. rbgenr,PROPOSED,Almanacs,Massachusetts 1711 rbgenr,0.98,
Almanacs Massachusetts 1712. rbgenr,PROPOSED,Almanacs,Massachusetts 1712 rbgenr,0.98,
Almanacs Massachusetts 1713. rbgenr,PROPOSED,Almanacs,Massachusetts 1713 rbgenr,0.98,
Almanacs Massachusetts 1715. rbgenr,PROPOSED,Almanacs,Massachusetts 1715 rbgenr,0.98,
Almanacs Massachusetts 1716. rbgenr,PROPOSED,Almanacs,Massachusetts 1716 rbgenr,0.98,
Almanacs Massachusetts 1717. rbgenr,PROPOSED,Almanacs,Massachusetts 1717 rbgenr,0.98,
Almanacs Massachusetts 1718. rbgenr,PROPOSED,Almanacs,Massachusetts 1718 rbgenr,0.98,
Almanacs Massachusetts 1719. rbgenr,PROPOSED,Almanacs,Massachusetts 1719 rbgenr,0.98,
Almanacs Massachusetts 1720. rbgenr,PROPOSED,Almanacs,Massachusetts 1720 rbgenr,0.98,
Almanacs Massachusetts 1721. rbgenr,PROPOSED,Almanacs,Massachusetts 1721 rbgenr,0.98,
Almanacs Massachusetts 1722. rbgenr,PROPOSED,Almanacs,Massachusetts 1722 rbgenr,0.98,
Almanacs Massachusetts 1723. rbgenr,PROPOSED,Almanacs,Massachusetts 1723 rbgenr,0.98,
Almanacs Massachusetts 1751. rbgenr,PROPOSED,Almanacs,Massachusetts 1751 rbgenr,0.98,
Almanacs Massachusetts 1755. rbgenr,PROPOSED,Almanacs,Massachusetts 1755 rbgenr,0.98,
Almanacs Massachusetts 1760. rbgenr,PROPOSED,Almanacs,Massachusetts 1760 rbgenr,0.98,
Almanacs Massachusetts 1761. rbgenr,PROPOSED,Almanacs,Massachusetts 1761 rbgenr,0.98,
Almanacs Massachusetts 1762. rbgenr,PROPOSED,Almanacs,Massachusetts 1762 rbgenr,0.98,
Almanacs Massachusetts 1764. rbgenr,PROPOSED,Almanacs,Massachusetts 1764 rbgenr,0.98,
Almanacs Massachusetts 1765. rbgenr,PROPOSED,Almanacs,Massachusetts 1765 rbgenr,0.98,
Almanacs Massachusetts 1766. rbgenr,PROPOSED,Almanacs,Massachusetts 1766 rbgenr,0.98,
Almanacs Massachusetts 1767. rbgenr,PROPOSED,Almanacs,Massachusetts 1767 rbgenr,0.98,
Almanacs Massachusetts 1769. rbgenr,PROPOSED,Almanacs,Massachusetts 1769 rbgenr,0.98,
Almanacs Massachusetts 1770. rbgenr,PROPOSED,Almanacs,Massachusetts 1770 rbgenr,0.98,
Almanacs Massachusetts 1771. rbgenr,PROPOSED,Almanacs,Massachusetts 1771 rbgenr,0.98,
Almanacs Massachusetts 1772. rbgenr,PROPOSED,Almanacs,Massachusetts 1772 rbgenr,0.98,
Almanacs Massachusetts 1773. rbgenr,PROPOSED,Almanacs,Massachusetts 1773 rbgenr,0.98,
Almanacs Massachusetts 1774. rbgenr,PROPOSED,Almanacs,Massachusetts 1774 rbgenr,0.98,
Almanacs Massachusetts 1775. rbgenr,PROPOSED,Almanacs,Massachusetts 1775 rbgenr,0.98,
Almanacs Massachusetts 1776. rbgenr,PROPOSED,Almanacs,Massachusetts 1776 rbgenr,0.98,
Almanacs Massachusetts 1777. rbgenr,PROPOSED,Almanacs,Massachusetts 1777 rbgenr,0.98,
Almanacs Massachusetts 1779. rbgenr,PROPOSED,Almanacs,Massachusetts 1779 rbgenr,0.98,
Almanacs Massachusetts 1780. rbgenr,PROPOSED,Almanacs,Massachusetts 1780 rbgenr,0.98,
Almanacs Massachusetts 1781. rbgenr,PROPOSED,Almanacs,Massachusetts 1781 rbgenr,0.98,
Almanacs Massachusetts 1782. rbgenr,PROPOSED,Almanacs,Massachusetts 1782 rbgenr,0.98,
Almanacs Massachusetts 1783. rbgenr,PROPOSED,Almanacs,Massachusetts 1783 rbgenr,0.98,
Almanacs Massachusetts 1784. rbgenr,PROPOSED,Almanacs,Massachusetts 1784 rbgenr,0.98,
Almanacs Massachusetts 1785. rbgenr,PROPOSED,Almanacs,Massachusetts 1785 rbgenr,0.98,
Almanacs Massachusetts 1786. rbgenr,PROPOSED,Almanacs,Massachusetts 1786 rbgenr,0.98,
Almanacs Massachusetts 1787. rbgenr,PROPOSED,Almanacs,Massachusetts 1787 rbgenr,0.98,
Almanacs Massachusetts 1788. rbgenr,PROPOSED,Almanacs,Massachusetts 1788 rbgenr,0.98,
Almanacs Massachusetts 1789. rbgenr,PROPOSED,Almanacs,Massachusetts 1789 rbgenr,0.98,
Almanacs Massachusetts 1790. rbgenr,PROPOSED,Almanacs,Massachusetts 1790 rbgenr,0.98,
Almanacs Massachusetts 1791. rbgenr,PROPOSED,Almanacs,Massachusetts 1791 rbgenr,0.98,
Almanacs Massachusetts 1792. rbgenr,PROPOSED,Almanacs,Massachusetts 1792 rbgenr,0.98,
Almanacs Massachusetts 1793. rbgenr,PROPOSED,Almanacs,Massachusetts 1793 rbgenr,0.98,
Almanacs Massachusetts 1794. rbgenr,PROPOSED,Almanacs,Massachusetts 1794 rbgenr,0.98,
Almanacs Massachusetts 1795. rbgenr,PROPOSED,Almanacs,Massachusetts 1795 rbgenr,0.98,
Almanacs Massachusetts 1796. rbgenr,PROPOSED,Almanacs,Massachusetts 1796 rbgenr,0.98,
Almanacs Massachusetts 1797. rbgenr,PROPOSED,Almanacs,Massachusetts 1797 rbgenr,0.98,
Almanacs Massachusetts 1799. rbgenr,PROPOSED,Almanacs,Massachusetts 1799 rbgenr,0.98,
Almanacs Massachusetts 19th century. rbgenr,PROPOSED,Almanacs,Massachusetts 19th century rbgenr,0.98,
Almanacs New Hampshire 1759. rbgenr,PROPOSED,Almanacs,New Hampshire 1759 rbgenr,0.98,
Almanacs New Hampshire 1771. rbgenr,PROPOSED,Almanacs,New Hampshire 1771 rbgenr,0.98,
Almanacs New Hampshire 1788. rbgenr,PROPOSED,Almanacs,New Hampshire 1788 rbgenr,0.98,
Almanacs New Hampshire 1796. rbgenr,PROPOSED,Almanacs,New Hampshire 1796 rbgenr,0.98,
Almanacs New Jersey 1787. rbgenr,PROPOSED,Almanacs,New Jersey 1787 rbgenr,0.98,
Almanacs New Jersey 1789. rbgenr,PROPOSED,Almanacs,New Jersey 1789 rbgenr,0.98,
Almanacs New Jersey 1798. rbgenr,PROPOSED,Almanacs,New Jersey 1798 rbgenr,0.98,
Almanacs New Jersey 1799. rbgenr,PROPOSED,Almanacs,New Jersey 1799 rbgenr,0.98,
Almanacs New Jersey 1800. rbgenr,PROPOSED,Almanacs,New Jersey 1800 rbgenr,0.98,
Almanacs New York (State) 1694. rbgenr,PROPOSED,Almanacs,New York (State) 1694 rbgenr,0.98,
Almanacs New York (State) 1695. rbgenr,PROPOSED,Almanacs,New York (State) 1695 rbgenr,0.98,
Almanacs New York (State) 1696. rbgenr,PROPOSED,Almanacs,New York (State) 1696 rbgenr,0.98,
Almanacs New York (State) 1698. rbgenr,PROPOSED,Almanacs,New York (State) 1698 rbgenr,0.98,
Almanacs New York (State) 1699. rbgenr,PROPOSED,Almanacs,New York (State) 1699 rbgenr,0.98,
Almanacs New York (State) 1700. rbgenr,PROPOSED,Almanacs,New York (State) 1700 rbgenr,0.98,
Almanacs New York (State) 1718. rbgenr,PROPOSED,Almanacs,New York (State) 1718 rbgenr,0.98,
Almanacs New York (State) 1719. rbgenr,PROPOSED,Almanacs,New York (State) 1719 rbgenr,0.98,
Almanacs New York (State) 1720. rbgenr,PROPOSED,Almanacs,New York (State) 1720 rbgenr,0.98,
Almanacs New York (State) 1724. rbgenr,PROPOSED,Almanacs,New York (State) 1724 rbgenr,0.98,
Almanacs New York (State) 1727. rbgenr,PROPOSED,Almanacs,New York (State) 1727 rbgenr,0.98,
Almanacs New York (State) 1730. rbgenr,PROPOSED,Almanacs,New York (State) 1730 rbgenr,0.98,
Almanacs New York (State) 1759. rbgenr,PROPOSED,Almanacs,New York (State) 1759 rbgenr,0.98,
Almanacs New York (State) 1766. rbgenr,PROPOSED,Almanacs,New York (State) 1766 rbgenr,0.98,
Almanacs New York (State) 1774. rbgenr,PROPOSED,Almanacs,New York (State) 1774 rbgenr,0.98,
Almanacs New York (State) 1789. rbgenr,PROPOSED,Almanacs,New York (State) 1789 rbgenr,0.98,
Almanacs New York (State) 1793. rbgenr,PROPOSED,Almanacs,New York (State) 1793 rbgenr,0.98,
Almanacs New York (State) 1795. rbgenr,PROPOSED,Almanacs,New York (State) 1795 rbgenr,0.98,
Almanacs New York (State) 1796. rbgenr,PROPOSED,Almanacs,New York (State) 1796 rbgenr,0.98,
